corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Providence nai19 AGu_3 0.7266 0.6938 0.7627 0.8652 0.8181 0.9181
Providence nai19 AGu_4 0.6996 0.6683 0.7339 0.8486 0.8029 0.8998
Providence nai19 AGu_5 0.7091 0.6846 0.7355 0.8518 0.8162 0.8907
Providence nai19 TPs 0.2415 0.3413 0.1868 0.5652 0.9202 0.4079
Providence nai19 dibs 0.311 0.3579 0.275 0.5518 0.6618 0.4732
Providence nai19 dmcmc 0.7056 0.6363 0.7919 0.8693 0.7688 1
Providence nai19 puddle 0.5707 0.5938 0.5493 0.7504 0.7885 0.7159
Providence nai23 AGc3sf_1 0.8481 0.8184 0.88 0.9323 0.8948 0.9732
Providence nai23 AGc3sf_2 0.8522 0.8241 0.8822 0.9336 0.8982 0.9719
Providence nai23 AGc3sf_3 0.8474 0.8176 0.8794 0.932 0.8944 0.9729
Providence nai23 AGc3sf_4 0.8529 0.8254 0.8822 0.9348 0.9002 0.9722
Providence nai23 AGc3sf_5 0.8461 0.8163 0.8783 0.9313 0.8935 0.9724
Providence nai23 AGu_1 0.6957 0.6691 0.7244 0.8617 0.824 0.9031
Providence nai23 AGu_2 0.7053 0.6813 0.7309 0.8647 0.831 0.9013
Providence nai23 AGu_3 0.7023 0.6759 0.7309 0.8652 0.8277 0.9061
Providence nai23 AGu_4 0.7098 0.6827 0.7392 0.8645 0.8266 0.9061
Providence nai23 AGu_5 0.7158 0.6927 0.7405 0.8707 0.8383 0.9056
Providence nai23 TPs 0.1938 0.2895 0.1457 0.5569 0.9377 0.3961
Providence nai23 dibs 0.2815 0.3617 0.2304 0.5281 0.721 0.4166
Providence nai23 dmcmc 0.7339 0.6684 0.8136 0.8879 0.7984 1
Providence nai23 puddle 0.5173 0.5715 0.4725 0.7155 0.8057 0.6434
Providence nai25 AGc3sf_1 0.7893 0.7402 0.8454 0.9035 0.8377 0.9806
Providence nai25 AGc3sf_2 0.798 0.7497 0.8529 0.9074 0.843 0.9824
Providence nai25 AGc3sf_3 0.8002 0.7534 0.8532 0.9095 0.8471 0.9818
Providence nai25 AGc3sf_4 0.801 0.7545 0.8537 0.9083 0.8464 0.98
Providence nai25 AGc3sf_5 0.8176 0.7745 0.8658 0.9172 0.8604 0.9821
Providence nai25 AGu_1 0.7191 0.6823 0.7601 0.8684 0.8161 0.9279
Providence nai25 AGu_2 0.7282 0.6928 0.7674 0.8749 0.8248 0.9315
Providence nai25 AGu_3 0.7209 0.6839 0.7621 0.8717 0.8191 0.9315
Providence nai25 AGu_4 0.7327 0.6983 0.7707 0.8729 0.8246 0.9273
Providence nai25 AGu_5 0.7355 0.6983 0.7767 0.8792 0.827 0.9385
Providence nai25 TPs 0.2063 0.3001 0.1572 0.5497 0.9171 0.3924
Providence nai25 dibs 0.3361 0.3859 0.2977 0.5838 0.6942 0.5036
Providence nai25 dmcmc 0.7253 0.6553 0.8121 0.8744 0.7768 1
Providence nai25 puddle 0.5854 0.6426 0.5376 0.7547 0.8469 0.6806
Providence nai26 AGc3sf_1 0.8161 0.7742 0.8628 0.9112 0.8545 0.9758
Providence nai26 AGc3sf_2 0.8117 0.7714 0.8564 0.9097 0.8549 0.9719
Providence nai26 AGc3sf_3 0.824 0.7867 0.865 0.9154 0.8651 0.9719
Providence nai26 AGc3sf_4 0.8175 0.7786 0.8606 0.9103 0.8576 0.9698
Providence nai26 AGc3sf_5 0.8134 0.771 0.8608 0.9089 0.8515 0.9746
Providence nai26 AGu_1 0.6932 0.6689 0.7192 0.8394 0.8036 0.8786
Providence nai26 AGu_2 0.7063 0.6816 0.7328 0.8484 0.8122 0.8879
Providence nai26 AGu_3 0.7112 0.6828 0.7421 0.8537 0.8122 0.8997
Providence nai26 AGu_4 0.7151 0.6867 0.746 0.8539 0.8126 0.8997
Providence nai27 AGc3sf_1 0.8153 0.7706 0.8654 0.9158 0.8573 0.9828
Providence nai27 AGc3sf_2 0.8117 0.7667 0.8624 0.9142 0.8551 0.9821
Providence nai27 AGc3sf_3 0.821 0.7807 0.8656 0.9194 0.8667 0.9789
Providence nai27 AGc3sf_4 0.8252 0.7858 0.8687 0.9206 0.8693 0.9784
Providence nai27 AGc3sf_5 0.8237 0.7803 0.8722 0.919 0.8625 0.9834
Providence nai27 AGu_1 0.7425 0.7207 0.7656 0.8745 0.8443 0.9069
Providence nai27 AGu_2 0.7298 0.7079 0.7531 0.8677 0.8371 0.9007
Providence nai27 AGu_3 0.7175 0.692 0.745 0.8611 0.8251 0.9004
Providence nai27 AGu_4 0.7329 0.6967 0.773 0.8756 0.8252 0.9327
Providence nai27 AGu_5 0.7254 0.6911 0.7632 0.8662 0.8184 0.9199
Providence nai27 TPs 0.2222 0.3232 0.1693 0.5609 0.9274 0.402
Providence nai27 dibs 0.2298 0.2837 0.1931 0.4824 0.6302 0.3908
Providence nai27 dmcmc 0.727 0.6614 0.8071 0.8841 0.7923 1
Providence nai27 puddle 0.5219 0.5834 0.4721 0.7139 0.8187 0.6329
Providence nai28 AGc3sf_1 0.8187 0.7801 0.8614 0.9167 0.8654 0.9744
Providence nai28 AGc3sf_2 0.8137 0.7753 0.8562 0.9144 0.8632 0.9721
Providence nai28 AGc3sf_3 0.815 0.7758 0.8582 0.9151 0.863 0.9739
Providence nai28 AGc3sf_4 0.8238 0.7841 0.8676 0.919 0.8666 0.9781
Providence nai28 AGc3sf_5 0.8145 0.7744 0.8591 0.9147 0.8613 0.9751
Providence nai28 AGu_1 0.6723 0.6495 0.6967 0.8368 0.803 0.8736
Providence nai28 AGu_2 0.6775 0.6558 0.7007 0.8411 0.809 0.8758
Providence nai28 AGu_3 0.6738 0.6524 0.6967 0.8391 0.8072 0.8736
Providence nai28 AGu_4 0.6685 0.6484 0.6899 0.8384 0.8083 0.8708
Providence nai28 AGu_5 0.6659 0.6438 0.6895 0.8384 0.8053 0.8743
Providence nai28 TPs 0.2196 0.3172 0.1679 0.5529 0.9178 0.3956
Providence nai28 dibs 0.254 0.3062 0.217 0.4993 0.635 0.4114
Providence nai28 dmcmc 0.7171 0.6475 0.8034 0.873 0.7746 1
Providence nai28 puddle 0.5263 0.5668 0.4912 0.7176 0.7866 0.6597
Providence nai30 AGc3sf_1 0.6959 0.6339 0.7713 0.8492 0.7582 0.9652
Providence nai30 AGc3sf_2 0.6981 0.6348 0.7754 0.8501 0.7575 0.9686
Providence nai30 AGc3sf_3 0.6984 0.6357 0.775 0.8507 0.7587 0.968
Providence nai30 AGc3sf_4 0.6952 0.6327 0.7713 0.8477 0.756 0.9646
Providence nai30 AGc3sf_5 0.7419 0.6873 0.8058 0.8697 0.7921 0.964
Providence nai30 AGu_1 0.6166 0.5823 0.6552 0.8015 0.7469 0.8646
Providence nai30 AGu_2 0.6328 0.5979 0.672 0.8106 0.7559 0.8738
Providence nai30 AGu_3 0.6236 0.5863 0.6661 0.808 0.7489 0.8772
Providence nai30 AGu_4 0.6599 0.6296 0.6933 0.8215 0.7751 0.8738
Providence nai30 AGu_5 0.6442 0.6082 0.6847 0.8187 0.7628 0.8835
Providence nai30 TPs 0.2561 0.3662 0.1969 0.534 0.9057 0.3786
Providence nai30 dibs 0.2139 0.2587 0.1824 0.4158 0.5386 0.3387
Providence nai30 dmcmc 0.7178 0.6488 0.8031 0.8699 0.7698 1
Providence nai30 puddle 0.3066 0.4649 0.2287 0.4526 0.8542 0.3078
Providence nai32 AGc3sf_1 0.7706 0.7213 0.8272 0.896 0.8283 0.9757
Providence nai32 AGc3sf_2 0.7677 0.7176 0.8253 0.8951 0.8262 0.9766
Providence nai32 AGc3sf_3 0.7484 0.6982 0.8062 0.8877 0.8177 0.9709
Providence nai32 AGc3sf_4 0.7783 0.7311 0.8319 0.9005 0.836 0.9757
Providence nai32 AGc3sf_5 0.7473 0.6928 0.8112 0.8855 0.8095 0.9771
Providence nai32 AGu_1 0.6484 0.6233 0.6756 0.8312 0.7928 0.8735
Providence nai32 AGu_2 0.6478 0.6174 0.6813 0.8273 0.7812 0.8792
Providence nai32 AGu_3 0.6654 0.6422 0.6902 0.8397 0.8049 0.8777
Providence nai32 AGu_4 0.6516 0.6284 0.6766 0.8342 0.7987 0.8729
Providence nai32 AGu_5 0.6616 0.6405 0.6841 0.8388 0.8069 0.8735
Providence nai32 TPs 0.2552 0.3637 0.1966 0.5727 0.9323 0.4133
Providence nai32 dibs 0.2743 0.3218 0.239 0.5008 0.6141 0.4227
Providence nai32 dmcmc 0.7138 0.6416 0.8043 0.8668 0.7649 1
Providence nai32 puddle 0.5206 0.5714 0.4781 0.7041 0.791 0.6344
Providence nai34 AGc3sf_1 0.723 0.6791 0.7729 0.8777 0.8151 0.9507
Providence nai34 AGc3sf_2 0.7191 0.6737 0.7712 0.8754 0.8104 0.9517
Providence nai34 AGc3sf_3 0.7117 0.6645 0.7662 0.8718 0.804 0.9523
Providence nai34 AGc3sf_4 0.7227 0.6783 0.7732 0.8779 0.8146 0.9519
Providence nai34 AGc3sf_5 0.7226 0.678 0.7736 0.8767 0.8131 0.9511
Providence nai34 AGu_1 0.7017 0.6764 0.729 0.8586 0.8218 0.8988
Providence nai34 AGu_2 0.7095 0.6885 0.7318 0.8608 0.8305 0.8934
Providence nai34 AGu_3 0.7101 0.6875 0.7341 0.8632 0.8307 0.8984
Providence nai34 AGu_4 0.7072 0.6885 0.7271 0.8625 0.8353 0.8917
Providence nai34 AGu_5 0.7036 0.6851 0.7231 0.8605 0.8335 0.8892
Providence nai34 TPs 0.2107 0.3079 0.1602 0.5447 0.9173 0.3873
Providence nai34 dibs 0.2376 0.2677 0.2137 0.4965 0.5761 0.4362
Providence nai34 dmcmc 0.7345 0.6681 0.8156 0.8826 0.7899 1
Providence nai34 puddle 0.5914 0.6151 0.5694 0.7718 0.8096 0.7373
Providence nai36 AGc3sf_1 0.7439 0.6863 0.812 0.8796 0.7987 0.9788
Providence nai36 AGc3sf_2 0.7369 0.6766 0.8091 0.8748 0.7898 0.9803
Providence nai36 AGc3sf_3 0.7515 0.6948 0.8183 0.8836 0.8043 0.9803
Providence nai36 AGc3sf_4 0.7381 0.6777 0.8104 0.8753 0.7903 0.9808
Providence nai36 AGc3sf_5 0.7255 0.664 0.7996 0.8721 0.7845 0.9818
Providence nai36 AGu_1 0.672 0.6383 0.7094 0.8352 0.7848 0.8925
Providence nai36 AGu_2 0.6801 0.6484 0.7149 0.8372 0.7903 0.89
Providence nai36 AGu_3 0.6685 0.6329 0.7082 0.833 0.7798 0.894
Providence nai36 AGu_4 0.6853 0.6493 0.7255 0.8429 0.7897 0.9038
Providence nai36 AGu_5 0.6815 0.6472 0.7196 0.8388 0.788 0.8965
Providence nai37 AGc3sf_1 0.8223 0.7805 0.8688 0.9208 0.8675 0.9811
Providence nai37 AGc3sf_2 0.8221 0.7799 0.8693 0.9226 0.8686 0.9839
Providence nai37 AGc3sf_3 0.8184 0.7748 0.8671 0.9195 0.8637 0.9829
Providence nai37 AGc3sf_4 0.8216 0.7792 0.8688 0.9196 0.8656 0.9809
Providence nai37 AGc3sf_5 0.8321 0.7934 0.8748 0.9252 0.876 0.9801
Providence nai37 AGu_1 0.6966 0.6605 0.7368 0.8624 0.8116 0.9201
Providence nai37 AGu_2 0.6999 0.6746 0.7272 0.8597 0.8241 0.8985
Providence nai37 AGu_3 0.6898 0.6591 0.7235 0.8535 0.8101 0.9017
Providence nai37 AGu_4 0.6969 0.6678 0.7287 0.8589 0.818 0.9042
Providence nai37 AGu_5 0.7012 0.6668 0.7394 0.8627 0.8145 0.9171
Providence nai37 TPs 0.196 0.292 0.1474 0.5562 0.9297 0.3968
Providence nai37 dibs 0.2576 0.3324 0.2102 0.5236 0.7175 0.4122
Providence nai37 dmcmc 0.7314 0.6641 0.814 0.8845 0.7928 1
Providence nai37 puddle 0.5118 0.5758 0.4606 0.7143 0.822 0.6315
Providence nai40 AGc3sf_1 0.8334 0.7979 0.872 0.9255 0.8786 0.9778
Providence nai40 AGc3sf_2 0.829 0.794 0.8672 0.9231 0.8766 0.9748
Providence nai40 AGc3sf_3 0.8353 0.8015 0.872 0.9267 0.8819 0.9763
Providence nai40 AGc3sf_4 0.836 0.8041 0.8706 0.9265 0.8842 0.973
Providence nai40 AGc3sf_5 0.8411 0.8082 0.8769 0.9277 0.8842 0.9757
Providence nai40 AGu_1 0.7035 0.6719 0.7382 0.8573 0.8113 0.9087
Providence nai40 AGu_2 0.7099 0.6823 0.7397 0.8594 0.8196 0.9034
Providence nai40 AGu_3 0.7062 0.6723 0.7436 0.8593 0.8102 0.9146
Providence nai40 AGu_4 0.7142 0.6844 0.7468 0.8644 0.8212 0.9123
Providence nai40 AGu_5 0.7164 0.6879 0.7473 0.8637 0.8227 0.909
Providence nai40 TPs 0.2236 0.3244 0.1706 0.5459 0.9174 0.3886
Providence nai40 dibs 0.1788 0.217 0.1521 0.4217 0.5422 0.345
Providence nai40 dmcmc 0.7312 0.6638 0.8138 0.8792 0.7845 1
Providence nai40 puddle 0.4954 0.5616 0.4431 0.6889 0.8078 0.6005
Providence nai43 AGc3sf_1 0.8057 0.7734 0.8407 0.9151 0.8727 0.9619
Providence nai43 AGc3sf_2 0.8154 0.7862 0.8469 0.9191 0.8809 0.9608
Providence nai43 AGc3sf_3 0.8094 0.7785 0.8428 0.9165 0.876 0.9611
Providence nai43 AGc3sf_4 0.7931 0.756 0.834 0.9093 0.8601 0.9644
Providence nai43 AGc3sf_5 0.809 0.7792 0.8412 0.9163 0.8771 0.9591
Providence nai43 AGu_1 0.69 0.6659 0.7159 0.8564 0.8217 0.8941
Providence nai43 AGu_2 0.6781 0.6516 0.7068 0.8496 0.8111 0.8919
Providence nai43 AGu_3 0.6881 0.6624 0.7159 0.8555 0.8184 0.8961
Providence nai43 AGu_4 0.6847 0.6641 0.7066 0.8533 0.8234 0.8855
Providence nai43 AGu_5 0.6828 0.6572 0.7104 0.8519 0.8149 0.8925
Providence nai43 TPs 0.1912 0.284 0.1441 0.5441 0.9188 0.3864
Providence nai43 dibs 0.281 0.3662 0.2279 0.5173 0.7239 0.4024
Providence nai43 dmcmc 0.7449 0.6784 0.8259 0.8867 0.7964 1
Providence nai43 puddle 0.4725 0.5559 0.4108 0.6758 0.8255 0.5721
Providence nai45 AGc3sf_1 0.8071 0.7607 0.8594 0.9155 0.854 0.9866
Providence nai45 AGc3sf_2 0.8241 0.7837 0.8689 0.9229 0.8698 0.983
Providence nai45 AGc3sf_3 0.8102 0.7645 0.8617 0.9164 0.8559 0.9861
Providence nai45 AGc3sf_4 0.7909 0.7404 0.8488 0.9077 0.8401 0.9872
Providence nai45 AGc3sf_5 0.8053 0.7583 0.8585 0.9147 0.8522 0.987
Providence nai45 AGu_1 0.7095 0.6846 0.7364 0.8571 0.8215 0.896
Providence nai45 AGu_2 0.7139 0.6863 0.7439 0.8595 0.8203 0.9027
Providence nai45 AGu_3 0.7035 0.6724 0.7375 0.8573 0.8128 0.9069
Providence nai45 AGu_4 0.717 0.6879 0.7487 0.8705 0.8288 0.9166
Providence nai45 AGu_5 0.7201 0.6913 0.7514 0.8646 0.8239 0.9096
Providence nai45 TPs 0.2211 0.3218 0.1684 0.5655 0.9407 0.4043
Providence nai45 dibs 0.3003 0.3506 0.2627 0.5394 0.6551 0.4584
Providence nai45 dmcmc 0.7494 0.686 0.8256 0.8915 0.8042 1
Providence nai45 puddle 0.5441 0.5856 0.5081 0.7398 0.8094 0.6812
Providence nai46 AGc3sf_1 0.8166 0.7794 0.8575 0.9133 0.8622 0.9709
Providence nai46 AGc3sf_2 0.8038 0.7624 0.8499 0.9077 0.8505 0.9733
Providence nai46 AGc3sf_3 0.8264 0.7929 0.8628 0.9179 0.8722 0.9688
Providence nai46 AGc3sf_4 0.8205 0.7846 0.8599 0.9149 0.8658 0.9701
Providence nai46 AGc3sf_5 0.8153 0.777 0.8575 0.9127 0.8601 0.9722
Providence nai46 AGu_1 0.7232 0.6953 0.7534 0.8635 0.8224 0.9089
Providence nai46 AGu_2 0.7184 0.694 0.7446 0.86 0.8239 0.8994
Providence nai46 AGu_3 0.7398 0.7091 0.7732 0.8736 0.829 0.9232
Providence nai46 AGu_4 0.7384 0.7139 0.7646 0.8729 0.8371 0.9118
Providence nai46 AGu_5 0.7306 0.6989 0.7654 0.8666 0.8202 0.9184
Providence nai46 TPs 0.2684 0.3748 0.2091 0.5702 0.9267 0.4118
Providence nai46 dibs 0.2475 0.2973 0.212 0.4623 0.5925 0.379
Providence nai46 dmcmc 0.703 0.6319 0.7922 0.8625 0.7582 1
Providence nai46 puddle 0.5859 0.5825 0.5895 0.7586 0.7529 0.7643
Providence nai56 AGc3sf_1 0.7766 0.7224 0.8395 0.8966 0.8221 0.9859
Providence nai56 AGc3sf_2 0.7745 0.7189 0.8395 0.8962 0.8195 0.9886
Providence nai56 AGc3sf_3 0.7572 0.6983 0.827 0.8881 0.8061 0.9886
Providence nai56 AGc3sf_4 0.7617 0.7038 0.83 0.8905 0.8101 0.9886
Providence nai56 AGc3sf_5 0.7496 0.6903 0.8201 0.8853 0.8022 0.9876
Providence nai56 AGu_1 0.6995 0.6574 0.7474 0.8483 0.7872 0.9197
Providence nai56 AGu_2 0.6899 0.6481 0.7376 0.8469 0.7855 0.9187
Providence nai56 AGu_3 0.6984 0.6567 0.7458 0.8487 0.7881 0.9194
Providence nai56 AGu_4 0.7125 0.6705 0.76 0.8572 0.7968 0.9274
Providence nai56 AGu_5 0.6928 0.6511 0.7403 0.8468 0.7858 0.918
Providence nai56 TPs 0.2273 0.3262 0.1744 0.5419 0.9035 0.387
Providence nai56 dibs 0.2666 0.3199 0.2285 0.4881 0.6201 0.4024
Providence nai56 dmcmc 0.7239 0.6569 0.8062 0.8776 0.7818 1
Providence nai56 puddle 0.4864 0.537 0.4445 0.6841 0.7759 0.6117
Providence nai60 AGc3sf_1 0.7906 0.7534 0.8318 0.9033 0.8522 0.9608
Providence nai60 AGc3sf_2 0.7887 0.7506 0.8309 0.9032 0.8508 0.9624
Providence nai60 AGc3sf_3 0.7829 0.744 0.8261 0.9004 0.8467 0.9614
Providence nai60 AGc3sf_4 0.7899 0.7524 0.8313 0.9028 0.8514 0.9608
Providence nai60 AGc3sf_5 0.7883 0.7516 0.8287 0.9034 0.8529 0.9603
Providence nai60 AGu_1 0.6567 0.6328 0.6825 0.8314 0.7949 0.8714
Providence nai60 AGu_2 0.6765 0.6467 0.7092 0.8412 0.7966 0.891
Providence nai60 AGu_3 0.6832 0.6597 0.7084 0.8443 0.8093 0.8825
Providence nai60 AGu_4 0.6826 0.6539 0.714 0.8485 0.8055 0.8963
Providence nai60 AGu_5 0.6831 0.657 0.7114 0.8424 0.8036 0.8852
Providence nai60 TPs 0.2024 0.2953 0.154 0.5369 0.9181 0.3794
Providence nai60 dibs 0.2103 0.2853 0.1665 0.4192 0.6378 0.3122
Providence nai60 dmcmc 0.7071 0.638 0.7929 0.8704 0.7705 1
Providence nai60 puddle 0.3028 0.4734 0.2226 0.4436 0.855 0.2995
Providence nai61 AGc3sf_1 0.8029 0.7696 0.8393 0.9111 0.8676 0.9592
Providence nai61 AGc3sf_2 0.7968 0.7606 0.8367 0.9086 0.8611 0.9616
Providence nai61 AGc3sf_3 0.8044 0.7711 0.8407 0.9125 0.8691 0.9606
Providence nai61 AGc3sf_4 0.8108 0.7771 0.8474 0.916 0.8723 0.9644
Providence nai61 AGc3sf_5 0.8036 0.7699 0.8404 0.911 0.867 0.9597
Providence nai61 AGu_1 0.694 0.6814 0.707 0.8505 0.8327 0.8692
Providence nai61 AGu_2 0.6806 0.6626 0.6996 0.8444 0.8186 0.8719
Providence nai61 AGu_3 0.7007 0.6824 0.7201 0.8491 0.8234 0.8765
Providence nai61 AGu_4 0.6817 0.6611 0.7035 0.847 0.8175 0.8787
Providence nai61 AGu_5 0.7 0.6789 0.7224 0.8528 0.8231 0.8847
Providence nai61 TPs 0.2024 0.3013 0.1523 0.5577 0.9377 0.3969
Providence nai61 dibs 0.2496 0.315 0.2067 0.4852 0.6476 0.3879
Providence nai61 dmcmc 0.7354 0.6705 0.8141 0.889 0.8002 1
Providence nai61 puddle 0.4716 0.5953 0.3905 0.6411 0.856 0.5125
Providence nai62 AGc3sf_1 0.8032 0.7612 0.8501 0.907 0.852 0.9695
Providence nai62 AGc3sf_2 0.8056 0.7693 0.8455 0.9104 0.8627 0.9636
Providence nai62 AGc3sf_3 0.8024 0.7587 0.8515 0.9069 0.8496 0.9724
Providence nai62 AGc3sf_4 0.8081 0.7663 0.8547 0.9104 0.8558 0.9724
Providence nai62 AGc3sf_5 0.8071 0.766 0.8529 0.9093 0.8556 0.9703
Providence nai62 AGu_1 0.7024 0.6699 0.7383 0.8504 0.8046 0.9018
Providence nai62 AGu_2 0.7068 0.6797 0.7362 0.856 0.8177 0.898
Providence nai62 AGu_3 0.7 0.6657 0.738 0.8529 0.8044 0.9076
Providence nai62 AGu_4 0.7055 0.6706 0.7443 0.8566 0.8073 0.9122
Providence nai62 AGu_5 0.697 0.6668 0.7302 0.8514 0.8084 0.8993
Providence nai64 AGc3sf_1 0.6832 0.6167 0.7657 0.8534 0.7572 0.9776
Providence nai64 AGc3sf_2 0.692 0.6261 0.7735 0.858 0.7632 0.9798
Providence nai64 AGc3sf_3 0.6894 0.6234 0.7709 0.8552 0.7604 0.9771
Providence nai64 AGc3sf_4 0.6987 0.6334 0.779 0.8595 0.7663 0.9784
Providence nai64 AGc3sf_5 0.6904 0.6243 0.7722 0.856 0.7609 0.9782
Providence nai64 AGu_1 0.6695 0.6303 0.7139 0.8405 0.7826 0.9077
Providence nai64 AGu_2 0.6655 0.6193 0.7192 0.8405 0.7721 0.9222
Providence nai64 AGu_3 0.6682 0.6337 0.7067 0.8389 0.7878 0.8972
Providence nai64 AGu_4 0.6691 0.6299 0.7135 0.8427 0.7846 0.9101
Providence nai64 AGu_5 0.6688 0.6261 0.7177 0.8398 0.7769 0.9138
Providence nai65 AGc3sf_1 0.8138 0.7766 0.8547 0.9155 0.8658 0.9711
Providence nai65 AGc3sf_2 0.8012 0.761 0.846 0.9094 0.8553 0.9708
Providence nai65 AGc3sf_3 0.7965 0.7538 0.8444 0.9081 0.8505 0.9741
Providence nai65 AGc3sf_4 0.8059 0.7661 0.85 0.9121 0.8588 0.9724
Providence nai65 AGc3sf_5 0.8027 0.7613 0.8489 0.9115 0.8558 0.9749
Providence nai65 AGu_1 0.703 0.6827 0.7244 0.8558 0.8264 0.8874
Providence nai65 AGu_2 0.6938 0.6693 0.7202 0.8476 0.812 0.8865
Providence nai65 AGu_3 0.6966 0.6715 0.7237 0.8498 0.8133 0.8898
Providence nai65 AGu_4 0.7041 0.6806 0.7293 0.8534 0.8195 0.8903
Providence nai65 AGu_5 0.7083 0.6872 0.7307 0.8544 0.8241 0.8871
Providence nai65 TPs 0.2257 0.3293 0.1717 0.5477 0.9237 0.3892
Providence nai65 dibs 0.2486 0.2921 0.2164 0.5051 0.6204 0.426
Providence nai65 dmcmc 0.7276 0.6621 0.8073 0.883 0.7905 1
Providence nai65 puddle 0.535 0.5761 0.4993 0.7247 0.7943 0.6664
Providence nai66 AGc3sf_1 0.817 0.7908 0.8451 0.9163 0.8816 0.9538
Providence nai66 AGc3sf_2 0.8292 0.8078 0.8519 0.9217 0.8936 0.9516
Providence nai66 AGc3sf_3 0.8085 0.7799 0.8392 0.9128 0.8749 0.9541
Providence nai66 AGc3sf_4 0.8251 0.8009 0.8508 0.9197 0.8879 0.9538
Providence nai66 AGc3sf_5 0.8294 0.8083 0.8516 0.9217 0.894 0.951
Providence nai66 AGu_1 0.7064 0.6854 0.7288 0.8574 0.8273 0.8897
Providence nai66 AGu_2 0.6822 0.661 0.7048 0.8456 0.8147 0.879
Providence nai66 AGu_3 0.6921 0.6736 0.7117 0.8521 0.8252 0.8808
Providence nai66 AGu_4 0.6839 0.6593 0.7104 0.8484 0.8125 0.8876
Providence nai66 AGu_5 0.6716 0.6447 0.7009 0.845 0.8052 0.8888
Providence nai66 TPs 0.2035 0.2986 0.1543 0.5557 0.9325 0.3957
Providence nai66 dibs 0.2786 0.3502 0.2314 0.5307 0.7106 0.4235
Providence nai66 dmcmc 0.7626 0.6991 0.8387 0.8938 0.808 1
Providence nai66 puddle 0.5169 0.619 0.4436 0.7062 0.8861 0.587
Providence nai71 AGc3sf_1 0.8363 0.8065 0.8685 0.9233 0.8834 0.9669
Providence nai71 AGc3sf_2 0.8379 0.8087 0.8694 0.9236 0.8846 0.9661
Providence nai71 AGc3sf_3 0.8463 0.8185 0.876 0.928 0.8911 0.968
Providence nai71 AGc3sf_4 0.8344 0.8052 0.8658 0.9217 0.8827 0.9643
Providence nai71 AGc3sf_5 0.8404 0.81 0.8732 0.9249 0.8845 0.9693
Providence nai71 AGu_1 0.6941 0.6609 0.7309 0.855 0.8057 0.9107
Providence nai71 AGu_2 0.6696 0.6369 0.7059 0.8414 0.792 0.8974
Providence nai71 AGu_3 0.6756 0.6406 0.7146 0.8449 0.7924 0.9049
Providence nai71 AGu_4 0.6952 0.6631 0.7307 0.8533 0.8058 0.9067
Providence nai71 AGu_5 0.7056 0.6756 0.7383 0.8573 0.8134 0.9062
Providence nai71 dibs 0.267 0.3029 0.2388 0.4845 0.5697 0.4215
Providence nai71 dmcmc 0.7103 0.6399 0.7981 0.8682 0.767 1
Providence nai71 puddle 0.5614 0.5767 0.5469 0.742 0.7672 0.7184
Providence nai73a AGc3sf_1 0.7506 0.6967 0.8137 0.8881 0.8139 0.9771
Providence nai73a AGc3sf_2 0.7572 0.7066 0.8156 0.89 0.8208 0.972
Providence nai73a AGc3sf_3 0.7851 0.7398 0.8363 0.9031 0.8422 0.9734
Providence nai73a AGc3sf_4 0.8115 0.7728 0.8543 0.9127 0.8616 0.9701
Providence nai73a AGc3sf_5 0.8168 0.7811 0.8559 0.9177 0.8707 0.9701
Providence nai73a AGu_1 0.7001 0.6676 0.7359 0.8576 0.8109 0.91
Providence nai73a AGu_2 0.7016 0.6627 0.7453 0.8565 0.8011 0.9202
Providence nai73a AGu_3 0.7106 0.677 0.7477 0.8584 0.8109 0.9118
Providence nai73a AGu_4 0.7207 0.6857 0.7594 0.8683 0.8189 0.924
Providence nai73a AGu_5 0.6933 0.6539 0.7379 0.8555 0.7986 0.9212
Providence nai73a TPs 0.2036 0.3021 0.1535 0.5414 0.9266 0.3825
Providence nai73a dibs 0.2418 0.2876 0.2086 0.4792 0.5961 0.4007
Providence nai73a dmcmc 0.7536 0.6924 0.8266 0.8963 0.8121 1
Providence nai73a puddle 0.3745 0.5526 0.2832 0.5309 0.9007 0.3764
Providence nai73b AGc3sf_1 0.7717 0.7231 0.8272 0.8986 0.8327 0.9757
Providence nai73b AGc3sf_2 0.7779 0.7294 0.8333 0.9003 0.8349 0.9768
Providence nai73b AGc3sf_3 0.802 0.7587 0.8506 0.9096 0.8522 0.9754
Providence nai73b AGc3sf_4 0.7546 0.701 0.8172 0.8902 0.8167 0.9783
Providence nai73b AGc3sf_5 0.8051 0.7633 0.8518 0.9116 0.8561 0.9746
Providence nai73b AGu_1 0.7215 0.6792 0.7695 0.8741 0.8143 0.9435
Providence nai73b AGu_2 0.726 0.687 0.7698 0.8734 0.8185 0.9362
Providence nai73b AGu_3 0.7075 0.6678 0.7522 0.8652 0.8086 0.9304
Providence nai73b AGu_4 0.7185 0.6776 0.7647 0.8709 0.8131 0.9377
Providence nai73b AGu_5 0.7186 0.6793 0.7628 0.8729 0.8171 0.937
Providence nai73b TPs 0.2139 0.313 0.1625 0.5518 0.9235 0.3935
Providence nai73b dibs 0.2595 0.3294 0.2141 0.5134 0.6976 0.4062
Providence nai73b dmcmc 0.719 0.6516 0.802 0.879 0.7841 1
